age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39,services,married,high.school,unknown,yes,no,telephone,may,tue,399,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,technician,married,high.school,no,no,no,cellular,aug,wed,703,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
33,self-employed,single,university.degree,no,no,no,telephone,may,thu,365,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
50,unemployed,married,high.school,unknown,no,no,telephone,jun,fri,10,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
58,admin.,married,university.degree,no,no,no,cellular,sep,thu,272,4,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,yes
49,admin.,married,unknown,no,no,no,cellular,nov,fri,288,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
42,blue-collar,married,basic.6y,unknown,no,no,cellular,nov,tue,364,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
34,management,married,professional.course,unknown,no,no,telephone,may,mon,402,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,self-employed,married,university.degree,no,yes,yes,cellular,aug,tue,598,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
25,admin.,married,high.school,no,yes,no,telephone,may,fri,4,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
40,services,married,basic.6y,no,no,no,cellular,jul,mon,247,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,admin.,married,university.degree,no,no,no,telephone,may,mon,583,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,services,married,high.school,no,no,yes,telephone,jun,mon,230,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,unemployed,married,professional.course,no,yes,no,telephone,jun,tue,88,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,entrepreneur,married,high.school,no,yes,no,telephone,jun,fri,100,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
62,technician,married,unknown,no,yes,no,cellular,mar,mon,192,1,6,1,success,-1.8,93.369,-34.8,0.646,5008.7,yes
36,admin.,divorced,high.school,no,yes,no,telephone,may,thu,233,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
38,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,admin.,single,basic.9y,unknown,yes,no,cellular,jul,tue,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,self-employed,married,basic.9y,no,yes,no,telephone,may,thu,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
34,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,110,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
40,services,married,high.school,no,yes,no,cellular,jul,wed,254,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
28,services,married,high.school,no,yes,yes,cellular,may,thu,189,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
42,services,married,high.school,no,yes,no,cellular,may,fri,120,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
37,services,married,high.school,unknown,yes,no,cellular,may,wed,285,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
28,student,single,basic.9y,no,no,no,telephone,aug,wed,199,2,6,2,success,-1.7,94.027,-38.3,0.9,4991.6,no
42,technician,married,professional.course,no,no,no,cellular,may,mon,85,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
32,services,married,high.school,no,no,yes,cellular,apr,fri,340,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37,blue-collar,single,professional.course,no,yes,no,cellular,apr,mon,12,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
51,admin.,divorced,high.school,no,no,no,cellular,aug,fri,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
57,technician,single,professional.course,no,yes,no,cellular,jul,thu,155,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
44,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,145,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
27,management,single,university.degree,no,no,yes,telephone,may,wed,413,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,technician,married,professional.course,no,yes,no,cellular,jun,fri,63,5,999,1,failure,-2.9,92.963,-40.8,1.224,5076.2,no
41,services,divorced,high.school,no,yes,yes,telephone,jun,mon,273,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
58,housemaid,married,basic.9y,no,no,no,cellular,aug,wed,88,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51,technician,married,basic.6y,no,yes,no,cellular,jul,tue,166,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,fri,536,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,admin.,divorced,university.degree,no,yes,yes,telephone,may,wed,363,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
37,admin.,divorced,high.school,no,no,no,cellular,nov,mon,131,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,no
58,management,married,unknown,no,no,no,cellular,nov,thu,142,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
43,admin.,married,unknown,no,yes,no,telephone,jun,thu,189,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
57,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,104,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,129,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
48,technician,married,basic.6y,no,yes,no,cellular,may,thu,158,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
30,admin.,single,university.degree,no,no,no,cellular,aug,thu,101,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
43,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,768,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
36,blue-collar,married,basic.9y,unknown,no,no,telephone,apr,fri,599,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
35,technician,married,professional.course,no,yes,no,telephone,jun,thu,160,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
35,technician,single,professional.course,no,yes,no,telephone,jun,wed,134,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
51,services,married,high.school,no,yes,no,cellular,aug,fri,179,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
25,student,single,unknown,no,no,no,cellular,jun,mon,301,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
36,admin.,single,university.degree,no,no,no,cellular,jun,wed,706,1,7,1,success,-1.7,94.055,-39.8,0.739,4991.6,yes
52,management,married,basic.6y,no,no,no,cellular,nov,mon,209,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,yes
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,150,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
35,admin.,married,high.school,no,yes,no,cellular,may,mon,226,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
37,management,single,university.degree,no,yes,no,cellular,jul,wed,158,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,divorced,university.degree,no,no,yes,telephone,jun,tue,585,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32,admin.,single,university.degree,no,yes,no,telephone,oct,thu,220,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes
33,admin.,married,university.degree,no,no,no,cellular,sep,mon,369,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,yes
28,admin.,single,high.school,no,yes,no,telephone,may,fri,265,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
37,unemployed,married,professional.course,no,no,no,telephone,may,thu,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,services,married,basic.9y,unknown,yes,yes,telephone,apr,wed,93,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
45,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,112,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,blue-collar,single,high.school,no,yes,no,cellular,may,thu,216,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
35,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
35,technician,married,professional.course,no,yes,yes,telephone,may,wed,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
36,services,married,high.school,no,yes,yes,telephone,may,wed,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
39,blue-collar,single,basic.4y,no,unknown,unknown,cellular,may,wed,1079,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
46,blue-collar,divorced,basic.4y,no,no,no,telephone,may,mon,235,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
55,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,45,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
39,blue-collar,married,basic.6y,no,yes,yes,cellular,may,fri,298,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
52,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,401,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
32,management,single,professional.course,no,yes,no,cellular,nov,wed,39,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
36,technician,single,professional.course,no,yes,no,cellular,apr,thu,218,1,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,yes
36,blue-collar,married,high.school,no,no,no,telephone,jun,thu,272,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
72,retired,divorced,university.degree,no,no,no,cellular,aug,mon,220,16,999,1,failure,-1.7,94.027,-38.3,0.891,4991.6,no
75,retired,married,basic.4y,no,yes,yes,cellular,jul,fri,67,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,no
33,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,468,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
60,admin.,married,unknown,no,no,no,cellular,nov,tue,333,2,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,no
56,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,366,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
55,management,married,basic.4y,unknown,no,no,cellular,apr,thu,98,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
52,admin.,divorced,basic.9y,no,yes,yes,cellular,apr,mon,9,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
38,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,317,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
58,retired,single,professional.course,no,yes,no,telephone,jun,thu,565,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
57,admin.,married,basic.6y,no,no,no,cellular,may,fri,259,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
46,services,married,unknown,no,yes,no,cellular,aug,fri,134,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
44,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,580,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
42,admin.,married,university.degree,no,no,no,telephone,may,mon,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
66,retired,married,unknown,no,no,no,cellular,aug,wed,68,3,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
41,admin.,married,university.degree,no,no,no,cellular,apr,tue,463,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes
32,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,489,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
50,blue-collar,divorced,high.school,no,no,no,telephone,may,wed,206,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29,admin.,single,university.degree,no,no,no,telephone,jun,tue,71,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,mon,576,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
28,admin.,single,university.degree,no,no,no,cellular,mar,fri,157,2,999,1,failure,-1.8,93.369,-34.8,0.636,5008.7,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,33,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,management,married,university.degree,no,no,yes,cellular,apr,fri,177,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
53,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,706,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
57,retired,married,basic.4y,no,no,no,cellular,aug,mon,177,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
54,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,511,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,student,single,high.school,no,no,no,telephone,oct,tue,5,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,no
33,admin.,married,university.degree,no,no,no,cellular,jul,wed,50,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,nov,tue,47,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
52,unemployed,divorced,high.school,no,no,no,cellular,aug,tue,96,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,209,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,management,married,basic.9y,no,yes,yes,telephone,jun,fri,162,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
48,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,311,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
58,technician,married,basic.4y,unknown,no,yes,cellular,jul,fri,103,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,services,single,high.school,no,no,yes,cellular,jul,wed,52,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,student,single,university.degree,unknown,yes,no,cellular,may,tue,116,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
29,student,single,professional.course,no,no,no,telephone,nov,fri,232,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
34,admin.,single,unknown,unknown,yes,no,cellular,jul,thu,51,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,management,married,university.degree,no,yes,no,cellular,oct,tue,255,3,4,1,success,-3.4,92.431,-26.9,0.728,5017.5,yes
44,services,divorced,basic.9y,no,yes,no,telephone,jul,tue,62,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,admin.,single,high.school,no,no,no,cellular,may,tue,154,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
54,management,married,university.degree,unknown,yes,no,cellular,aug,mon,261,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
50,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,339,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,admin.,married,basic.6y,no,yes,no,cellular,jul,thu,17,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
56,admin.,single,university.degree,no,no,yes,cellular,apr,thu,158,1,999,1,failure,-1.8,93.749,-34.6,0.635,5008.7,no
36,entrepreneur,married,high.school,no,no,yes,cellular,nov,mon,41,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
51,retired,divorced,university.degree,no,yes,yes,telephone,jun,tue,342,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,293,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,services,single,high.school,no,no,no,telephone,may,fri,156,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
32,self-employed,married,professional.course,no,no,yes,cellular,oct,fri,55,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
53,management,married,university.degree,unknown,yes,no,cellular,nov,mon,536,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
24,technician,single,professional.course,no,yes,no,cellular,apr,mon,200,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
28,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,884,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
35,admin.,single,university.degree,no,no,no,cellular,may,fri,55,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
52,technician,married,basic.6y,unknown,no,no,cellular,may,thu,152,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
25,admin.,single,high.school,no,yes,no,cellular,jul,thu,189,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,admin.,married,university.degree,no,yes,no,cellular,aug,wed,513,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,290,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
27,admin.,single,university.degree,no,yes,no,cellular,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
56,retired,divorced,basic.4y,no,no,yes,cellular,jul,wed,246,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,housemaid,married,high.school,no,yes,no,telephone,may,tue,100,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,admin.,single,university.degree,no,yes,no,telephone,jun,mon,359,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
45,admin.,married,high.school,no,yes,yes,cellular,apr,fri,636,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
45,unemployed,married,university.degree,no,yes,no,cellular,jul,mon,122,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,management,married,university.degree,no,yes,no,cellular,sep,mon,323,1,3,2,success,-3.4,92.379,-29.8,0.771,5017.5,yes
45,services,married,high.school,no,no,no,telephone,may,tue,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
56,technician,married,professional.course,no,no,no,cellular,jul,mon,230,2,999,1,failure,-1.7,94.215,-40.3,0.87,4991.6,yes
32,admin.,single,university.degree,no,yes,yes,telephone,jun,fri,431,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
55,admin.,married,high.school,no,yes,yes,telephone,may,wed,692,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
39,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,1134,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
45,blue-collar,single,university.degree,no,no,no,cellular,jul,thu,291,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
40,admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,594,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,blue-collar,married,high.school,no,yes,no,telephone,may,fri,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
34,admin.,married,high.school,unknown,no,no,cellular,jul,wed,241,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
45,admin.,married,unknown,unknown,no,no,cellular,aug,thu,7,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
39,admin.,married,high.school,no,yes,no,telephone,jul,fri,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
49,blue-collar,divorced,unknown,unknown,yes,no,cellular,jul,wed,284,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
48,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,fri,168,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
49,technician,married,professional.course,unknown,no,no,cellular,aug,tue,162,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,239,5,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
38,services,married,high.school,no,no,yes,telephone,may,fri,268,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,131,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
45,technician,married,professional.course,no,yes,no,cellular,jul,wed,160,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,181,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,management,married,university.degree,no,yes,no,cellular,nov,thu,466,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
58,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,97,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,management,married,basic.4y,no,yes,no,telephone,jun,mon,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
29,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,425,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,divorced,high.school,no,yes,no,telephone,may,thu,241,23,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
35,management,married,university.degree,no,no,no,cellular,may,thu,370,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
47,admin.,single,university.degree,no,no,no,telephone,may,fri,104,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
28,blue-collar,single,professional.course,no,no,no,cellular,may,mon,299,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
30,services,single,high.school,no,no,no,cellular,may,fri,102,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,277,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,technician,married,professional.course,no,no,no,cellular,may,wed,550,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes
31,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,186,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
24,student,single,high.school,no,yes,no,cellular,may,tue,113,2,999,2,failure,-1.8,93.876,-40,0.682,5008.7,no
27,admin.,single,high.school,no,no,no,cellular,apr,thu,284,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
31,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,113,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
32,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,wed,112,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,management,single,high.school,no,yes,no,cellular,apr,thu,329,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
42,retired,single,basic.4y,unknown,yes,yes,cellular,may,fri,116,3,999,0,nonexistent,-1.8,93.876,-40,0.682,5008.7,no
35,management,divorced,university.degree,no,no,no,cellular,jul,fri,210,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,blue-collar,single,university.degree,unknown,yes,no,telephone,jun,wed,59,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
36,unemployed,married,university.degree,no,no,no,cellular,jul,thu,616,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
44,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,330,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,technician,married,university.degree,no,yes,yes,telephone,may,fri,231,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
34,entrepreneur,single,basic.9y,no,no,yes,cellular,nov,wed,139,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
38,self-employed,married,university.degree,unknown,yes,no,cellular,apr,mon,93,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
60,retired,divorced,professional.course,no,no,no,cellular,jul,tue,47,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35,services,single,high.school,no,yes,yes,cellular,may,fri,94,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
35,blue-collar,married,high.school,no,no,no,telephone,jun,mon,184,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
30,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,mon,882,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,services,married,university.degree,no,no,no,cellular,may,mon,189,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
33,management,single,university.degree,no,yes,yes,cellular,apr,wed,1176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes
55,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,40,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,admin.,married,high.school,no,no,yes,telephone,may,thu,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
26,unemployed,single,high.school,no,yes,no,cellular,jul,tue,445,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,no
39,services,single,university.degree,unknown,yes,no,cellular,nov,thu,43,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
47,unemployed,divorced,university.degree,no,no,no,telephone,may,tue,303,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,student,single,university.degree,no,no,no,cellular,aug,tue,279,4,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,39,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
27,admin.,single,high.school,unknown,unknown,unknown,telephone,may,mon,1495,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,management,married,basic.4y,no,no,no,cellular,nov,wed,88,2,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
57,retired,single,high.school,no,yes,no,telephone,may,thu,448,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
53,management,married,university.degree,no,no,no,cellular,may,mon,368,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
